"id"	"label"	"description"	"x"	"y"	"cluster"	"weight<EU pub.>"	"weight<Total  link strength>"	"weight<Mur pub.>"	"weight<Spain pub.>"	"weight<Links>"
749	749	"<table><tr><td>Micro-level field:</td><td>749</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>dalton transactions; journal of inorganic biochemistry; inorganic chemistry; inorganica chimica acta; journal of organometallic chemistry</td></tr><tr><td>Terms:</td><td>cisplatin; prodrug; cisplatin resistance; arene complex; triaza</td></tr></table>"	"-0.046"	"-0.6469"	3	5979	432240	63	947	2319
1120	1120	"<table><tr><td>Micro-level field:</td><td>1120</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>organometallics; angewandte chemie-international edition; chemistry-a european journal; dalton transactions; journal of the american chemical society</td></tr><tr><td>Terms:</td><td>white phosphorus; germylene; silene; stannylene; phosphaalkene</td></tr></table>"	"0.1676"	"-0.7138"	3	5686	184428	61	401	1341
294	294	"<table><tr><td>Micro-level field:</td><td>294</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of chromatography a; talanta; analytica chimica acta; journal of separation science; microchemical journal</td></tr><tr><td>Terms:</td><td>liquid phase microextraction; electromembrane extraction; amberlite xad; cloud point extraction; flame atomic absorption spectrometric determination</td></tr></table>"	"0.0756"	"-0.4897"	3	3171	474658	60	1429	2610
70	70	"<table><tr><td>Micro-level field:</td><td>70</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>key engineering materials; materials science and engineering c-materials for biological applications; ceramics international; journal of materials science-materials in medicine; journal of biomedical materials research part a</td></tr><tr><td>Terms:</td><td>glass; bioactive glass; po4; synthesis; hydroxyapatite nanoparticle</td></tr></table>"	"0.1912"	"-0.4545"	3	8397	815416	60	1200	3103
1157	1157	"<table><tr><td>Micro-level field:</td><td>1157</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of inclusion phenomena and macrocyclic chemistry; international journal of pharmaceutics; carbohydrate polymers; journal of physical chemistry b; carbohydrate research</td></tr><tr><td>Terms:</td><td>hydroxypropyl beta cyclodextrin; cyclodextrin; inclusion complex; physicochemical characterization</td></tr></table>"	"0.023"	"-0.5642"	3	3392	257863	58	623	2347
1890	1890	"<table><tr><td>Micro-level field:</td><td>1890</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>desalination; journal of membrane science; separation and purification technology; desalination and water treatment; electrochimica acta</td></tr><tr><td>Terms:</td><td>capacitive deionization; electrodialysis; bipolar membrane; ion exchange membrane; electrosorption</td></tr></table>"	"0.4023"	"-0.519"	3	1671	153260	56	391	1904
528	528	"<table><tr><td>Micro-level field:</td><td>528</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review c; aip conference proceedings; nuclear physics a; european physical journal a; physics letters b</td></tr><tr><td>Terms:</td><td>nucleon force; hypernuclei; mami; eta photoproduction; right arrow</td></tr></table>"	"1.2403"	"-0.3215"	3	6630	128551	48	706	767
2126	2126	"<table><tr><td>Micro-level field:</td><td>2126</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>nuclear instruments & methods in physics research section b-beam interactions with materials and atoms; physical review a; journal of physics conference series; physical review b; aip conference proceedings</td></tr><tr><td>Terms:</td><td>power; energy loss; scattering; electron emission; proton beam</td></tr></table>"	"0.8017"	"-0.5442"	3	2656	42950	48	385	1322
434	434	"<table><tr><td>Micro-level field:</td><td>434</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>langmuir; biophysical journal; biochimica et biophysica acta-biomembranes; journal of physical chemistry b; soft matter</td></tr><tr><td>Terms:</td><td>lipid bilayer; lipid raft; membrane; giant unilamellar vesicle; cholesterol</td></tr></table>"	"-0.4443"	"-0.3476"	3	8166	611958	47	759	2827
1006	1006	"<table><tr><td>Micro-level field:</td><td>1006</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review b; physical review e; physical review letters; physical review a; journal of physics a-mathematical and theoretical</td></tr><tr><td>Terms:</td><td>body localization; quantum chaos; chaos; photodetachment; thermalization</td></tr></table>"	"0.9778"	"-0.3925"	3	5583	196642	47	465	1325
773	773	"<table><tr><td>Micro-level field:</td><td>773</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>sensors and actuators b-chemical; spectrochimica acta part a-molecular and biomolecular spectroscopy; rsc advances; dyes and pigments; new journal of chemistry</td></tr><tr><td>Terms:</td><td>al3; hg2; mercury ion; cu2; fe3</td></tr></table>"	"0.1727"	"-0.6331"	3	1270	496416	45	289	2416
589	589	"<table><tr><td>Micro-level field:</td><td>589</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>chemical communications; journal of the american chemical society; angewandte chemie-international edition; chemistry-a european journal; inorganic chemistry</td></tr><tr><td>Terms:</td><td>cucurbituril; pillar5arene; 2rotaxane; dynamic combinatorial library; 2catenane</td></tr></table>"	"0.214"	"-0.6635"	3	5714	549772	44	599	2248
2130	2130	"<table><tr><td>Micro-level field:</td><td>2130</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of heterocyclic chemistry; tetrahedron letters; tetrahedron; acta crystallographica section e-structure reports online; european journal of medicinal chemistry</td></tr><tr><td>Terms:</td><td>evodiamine; rutaecarpine; dihydroquinazolin; evodia rutaecarpa; quinazolinones</td></tr></table>"	"-0.0503"	"-0.73"	3	804	138392	43	120	1775
1050	1050	"<table><tr><td>Micro-level field:</td><td>1050</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>mechanism and machine theory; tribology international; journal of tribology-transactions of the asme; proceedings of the institution of mechanical engineers part j-journal of engineering tribology; tribology transactions</td></tr><tr><td>Terms:</td><td>spur gear; spiral bevel gear; hypoid gear; gear; planetary gear</td></tr></table>"	"0.8079"	"-0.1164"	3	2368	64811	41	211	1695
252	252	"<table><tr><td>Micro-level field:</td><td>252</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>meteoritics & planetary science; icarus; astronomy & astrophysics; monthly notices of the royal astronomical society; geochimica et cosmochimica acta</td></tr><tr><td>Terms:</td><td>asteroid; vesta; chondrule; 67p churyumov gerasimenko; ordinary chondrite</td></tr></table>"	"0.9054"	"-0.2643"	3	9756	228812	38	1240	2071
1853	1853	"<table><tr><td>Micro-level field:</td><td>1853</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>biomacromolecules; international journal of biological macromolecules; journal of applied polymer science; acs biomaterials science & engineering; biomaterials</td></tr><tr><td>Terms:</td><td>silk; silk fibroin; spider silk; bombyx mori; sericin</td></tr></table>"	"-0.0113"	"-0.455"	3	1546	210297	38	152	2682
2	2	"<table><tr><td>Micro-level field:</td><td>2</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>monthly notices of the royal astronomical society; astrophysical journal; astronomy & astrophysics; astronomical society of the pacific conference series; astronomical journal</td></tr><tr><td>Terms:</td><td>galaxy cluster; early type galaxy; massive galaxy; galaxy group; lyman break galaxy</td></tr></table>"	"1.2271"	"-0.3171"	3	33162	765510	37	5880	2335
87	87	"<table><tr><td>Micro-level field:</td><td>87</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>organic electronics; acs applied materials & interfaces; solar energy materials and solar cells; journal of materials chemistry a; applied physics letters</td></tr><tr><td>Terms:</td><td>polymer solar cells; photovoltaic performance; open circuit voltage; bulk heterojunction solar cell; organic photovoltaic</td></tr></table>"	"0.503"	"-0.6194"	3	7421	667368	36	528	2421
1114	1114	"<table><tr><td>Micro-level field:</td><td>1114</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>structural and multidisciplinary optimization; computer methods in applied mechanics and engineering; international journal for numerical methods in engineering; computers & structures; engineering optimization</td></tr><tr><td>Terms:</td><td>topology optimization; optimal design; level; additive manufacturing; compliant mechanism</td></tr></table>"	"0.8002"	"-0.1193"	3	2695	120271	36	259	2038
2669	2669	"<table><tr><td>Micro-level field:</td><td>2669</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>applied thermal engineering; energy and buildings; energy conversion and management; international journal of heat and mass transfer; solar energy</td></tr><tr><td>Terms:</td><td>solar chimney power plant; wet cooling tower; tower; natural draft dry cooling tower; condenser</td></tr></table>"	"0.6668"	"-0.2524"	3	624	40743	36	105	1227
1695	1695	"<table><tr><td>Micro-level field:</td><td>1695</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of pharmaceutical sciences; journal of physical chemistry b; crystal growth & design; journal of crystal growth; acta crystallographica section d-structural biology</td></tr><tr><td>Terms:</td><td>protein crystallization; polysorbate; macromolecular crowding; monoclonal antibody; analytical ultracentrifugation</td></tr></table>"	"-0.2236"	"-0.4632"	3	2846	239304	35	283	2502
1978	1978	"<table><tr><td>Micro-level field:</td><td>1978</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>inorganic chemistry; dalton transactions; inorganica chimica acta; acta crystallographica section e-structure reports online; polyhedron</td></tr><tr><td>Terms:</td><td>nhp; aurophilic interaction; luminescence; spph2; thione</td></tr></table>"	"0.2355"	"-0.702"	3	2427	159162	34	579	1253
1222	1222	"<table><tr><td>Micro-level field:</td><td>1222</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of mathematical physics; physics letters a; journal of physics a-mathematical and theoretical; physical review a; journal of physics a-mathematical and general</td></tr><tr><td>Terms:</td><td>geometric phase; exact solution; schrodinger equation; position dependent mass; coherent state</td></tr></table>"	"1.055"	"-0.3544"	3	2114	80551	34	500	1194
2123	2123	"<table><tr><td>Micro-level field:</td><td>2123</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>sensors and actuators b-chemical; electroanalysis; analytical chemistry; talanta; analytica chimica acta</td></tr><tr><td>Terms:</td><td>selective electrode; ionophore; neutral carrier; solid contact; potentiometric sensor</td></tr></table>"	"0.19"	"-0.5756"	3	1027	105587	34	241	2005
486	486	"<table><tr><td>Micro-level field:</td><td>486</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>international journal of heat and mass transfer; applied thermal engineering; international journal of thermal sciences; international communications in heat and mass transfer; journal of heat transfer-transactions of the asme</td></tr><tr><td>Terms:</td><td>solar air heater; absorber plate; rib; constructal design; vortex generator</td></tr></table>"	"0.6938"	"-0.2801"	3	2415	187492	34	165	2166
854	854	"<table><tr><td>Micro-level field:</td><td>854</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>bioresources; acs sustainable chemistry & engineering; industrial crops and products; holzforschung; green chemistry</td></tr><tr><td>Terms:</td><td>lignin biosynthesis; beta o; lignification; organosolv lignin; kraft lignin</td></tr></table>"	"0.2156"	"-0.4921"	3	4296	353669	33	652	2440
1009	1009	"<table><tr><td>Micro-level field:</td><td>1009</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>bioresource technology; international journal of hydrogen energy; journal of power sources; environmental science & technology; bioelectrochemistry</td></tr><tr><td>Terms:</td><td>microbial fuel cell; mfc; shewanella; bioelectricity generation; shewanella oneidensis mr</td></tr></table>"	"0.1667"	"-0.4158"	3	2843	293948	33	425	2523
106	106	"<table><tr><td>Micro-level field:</td><td>106</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of membrane science; desalination; desalination and water treatment; separation and purification technology; membranes</td></tr><tr><td>Terms:</td><td>ultrafiltration; osmosis membrane; nanofiltration membrane; forward osmosis; osmosis</td></tr></table>"	"0.3804"	"-0.4955"	3	6618	621015	31	1069	2875
11	11	"<table><tr><td>Micro-level field:</td><td>11</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>applied catalysis b-environmental; applied surface science; journal of photochemistry and photobiology a-chemistry; journal of physical chemistry c; rsc advances</td></tr><tr><td>Terms:</td><td>tio2 photocatalyst; photocatalytic reactor; aqueous suspension; sol gel synthesis; titanium dioxide</td></tr></table>"	"0.5691"	"-0.5892"	3	7854	1408246	30	1470	2950
9	9	"<table><tr><td>Micro-level field:</td><td>9</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>desalination and water treatment; journal of hazardous materials; chemical engineering journal; environmental science and pollution research; journal of molecular liquids</td></tr><tr><td>Terms:</td><td>cationic dye; biosorption; methylene blue dye; congo red; dye</td></tr></table>"	"0.3216"	"-0.4944"	3	4338	1400801	30	886	3145
1744	1744	"<table><tr><td>Micro-level field:</td><td>1744</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review b; physical review letters; physica e-low-dimensional systems & nanostructures; aip conference proceedings; jetp letters</td></tr><tr><td>Terms:</td><td>composite fermion; quantum hall ferromagnet; bilayer quantum hall system; trion; coulomb glass</td></tr></table>"	"0.8805"	"-0.5442"	3	2611	69879	29	171	797
27	27	"<table><tr><td>Micro-level field:</td><td>27</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>construction and building materials; cement and concrete research; cement & concrete composites; materials; materials and structures</td></tr><tr><td>Terms:</td><td>ultra high performance concrete; uhpc; reactive powder concrete; polycarboxylate superplasticizer; fire</td></tr></table>"	"0.6287"	"-0.2516"	3	7755	471634	26	1180	2592
900	900	"<table><tr><td>Micro-level field:</td><td>900</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of analytical atomic spectrometry; spectrochimica acta part b-atomic spectroscopy; talanta; analytical chemistry; analytica chimica acta</td></tr><tr><td>Terms:</td><td>la icp ms; laser ablation; platinum group element; chemical modifier; digestion</td></tr></table>"	"0.1259"	"-0.3955"	3	4179	218598	26	1081	2600
1224	1224	"<table><tr><td>Micro-level field:</td><td>1224</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; optics express; optics letters; journal of biomedical optics; biomedical optics express</td></tr><tr><td>Terms:</td><td>photon polymerization; photon absorption property; coherent anti stokes raman; second harmonic generation microscopy; collagen</td></tr></table>"	"0.2956"	"-0.5772"	3	2621	258474	26	96	2612
2575	2575	"<table><tr><td>Micro-level field:</td><td>2575</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>ieee transactions on magnetics; microsystem technologies-micro-and nanosystems-information storage and processing systems; tribology letters; proceedings of the american control conference; journal of tribology-transactions of the asme</td></tr><tr><td>Terms:</td><td>hard disk drife; hdd; track; input saturation; perfluoropolyether lubricant</td></tr></table>"	"0.8529"	"-0.0974"	3	201	20511	25	36	1241
232	232	"<table><tr><td>Micro-level field:</td><td>232</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of chemical physics; journal of physical chemistry a; chemical physics letters; physical chemistry chemical physics; chemical physics</td></tr><tr><td>Terms:</td><td>photodissociation dynamic; quasiclassical trajectory study; collision energy; h reaction; inelastic scattering</td></tr></table>"	"0.5502"	"-0.5593"	3	9096	291628	24	1387	1875
568	568	"<table><tr><td>Micro-level field:</td><td>568</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>surface & coatings technology; materials science and engineering c-materials for biological applications; biomaterials; journal of biomedical materials research part a; applied surface science</td></tr><tr><td>Terms:</td><td>alloy; corrosion; plasma electrolytic oxidation; micro arc oxidation; corrosion resistance</td></tr></table>"	"0.3597"	"-0.4575"	3	4209	473315	24	647	2695
809	809	"<table><tr><td>Micro-level field:</td><td>809</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of radioanalytical and nuclear chemistry; hydrometallurgy; solvent extraction and ion exchange; separation science and technology; separation and purification technology</td></tr><tr><td>Terms:</td><td>liquid membrane; lanthanide; palladium; carrier; polymer inclusion membrane</td></tr></table>"	"0.3466"	"-0.5104"	3	2399	191983	24	506	2066
75	75	"<table><tr><td>Micro-level field:</td><td>75</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of high energy physics; physical review d; nuclear physics b; physics letters b; international journal of modern physics a</td></tr><tr><td>Terms:</td><td>f theory; x s; mirror symmetry; orientifold; d brane</td></tr></table>"	"1.2399"	"-0.29"	3	15024	225924	23	1270	1856
439	439	"<table><tr><td>Micro-level field:</td><td>439</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>spectroscopy and spectral analysis; chemometrics and intelligent laboratory systems; proceedings of spie; journal of near infrared spectroscopy; analytica chimica acta</td></tr><tr><td>Terms:</td><td>hyperspectral imaging; apple; reflectance spectroscopy; soluble solids content; machine vision</td></tr></table>"	"-0.0256"	"-0.2928"	3	4917	315996	23	1165	3363
383	383	"<table><tr><td>Micro-level field:</td><td>383</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review d; classical and quantum gravity; physical review c; astrophysical journal; monthly notices of the royal astronomical society</td></tr><tr><td>Terms:</td><td>nuclear matter; symmetry energy; gravitational wave detector; state; lisa</td></tr></table>"	"1.2301"	"-0.3174"	3	8419	335588	23	1034	2055
1054	1054	"<table><tr><td>Micro-level field:</td><td>1054</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>applied physics letters; nanotechnology; review of scientific instruments; langmuir; proceedings of spie</td></tr><tr><td>Terms:</td><td>atomic force microscopy; cantilever</td></tr></table>"	"0.6435"	"-0.4905"	3	3549	210716	23	461	2592
2918	2918	"<table><tr><td>Micro-level field:</td><td>2918</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Sources:</td><td>physica a-statistical mechanics and its applications; chaos; entropy; physics letters a; physical review e</td></tr><tr><td>Terms:</td><td>recurrence quantification analysis; recurrence plot; permutation entropy; fisher information; visibility graph</td></tr></table>"	"0.5892"	"0.2359"	3	1100	58631	22	427	2075
193	193	"<table><tr><td>Micro-level field:</td><td>193</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>energy and buildings; building and environment; energies; energy procedia; applied energy</td></tr><tr><td>Terms:</td><td>daylighting; model predictive control; double skin facade; occupancy; optimum insulation thickness</td></tr></table>"	"0.557"	"0.1971"	3	7713	352343	21	1127	2846
1207	1207	"<table><tr><td>Micro-level field:</td><td>1207</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>renewable energy; renewable & sustainable energy reviews; international journal of hydrogen energy; energies; energy</td></tr><tr><td>Terms:</td><td>wind energy potential; wind resource assessment; algeria; hybrid renewable energy system; homer</td></tr></table>"	"0.6862"	"0.1673"	3	2003	216899	21	448	2136
2038	2038	"<table><tr><td>Micro-level field:</td><td>2038</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>journal of physical chemistry b; journal of physical chemistry a; physical chemistry chemical physics; journal of the american chemical society; journal of chemical physics</td></tr><tr><td>Terms:</td><td>dna molecule; dna; cytosine; guanine; deoxyribonucleic acid</td></tr></table>"	"0.2384"	"-0.6576"	3	2042	145579	21	428	1826
2095	2095	"<table><tr><td>Micro-level field:</td><td>2095</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>proceedings of spie; applied optics; optics express; optics letters; journal of the optical society of america a-optics image science and vision</td></tr><tr><td>Terms:</td><td>mueller matrix; polarimeter; division; liquid crystal variable retarder; optical constant</td></tr></table>"	"0.8123"	"-0.3383"	3	998	49531	21	202	1910
2589	2589	"<table><tr><td>Micro-level field:</td><td>2589</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of hydraulic engineering; journal of irrigation and drainage engineering; journal of hydraulic research; flow measurement and instrumentation; water</td></tr><tr><td>Terms:</td><td>discharge coefficient; air entrainment; hydraulic jump; spillway; chute</td></tr></table>"	"0.4869"	"-0.0402"	3	809	22861	21	128	1150
2508	2508	"<table><tr><td>Micro-level field:</td><td>2508</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>wear; tribology international; journal of applied polymer science; tribology letters; materials today-proceedings</td></tr><tr><td>Terms:</td><td>epoxy composite; peek; polytetrafluoroethylene; polyamide; ptfe</td></tr></table>"	"0.633"	"-0.476"	3	700	80241	21	62	1484
301	301	"<table><tr><td>Micro-level field:</td><td>301</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>carbon; rsc advances; acs applied materials & interfaces; nanoscale; journal of physical chemistry c</td></tr><tr><td>Terms:</td><td>graphene oxide; rgo; vinyl alcohol; graphene nanoplatelet; antibacterial activity</td></tr></table>"	"0.5315"	"-0.5385"	3	3807	1221769	20	823	3067
14	14	"<table><tr><td>Micro-level field:</td><td>14</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physical review d; journal of cosmology and astroparticle physics; monthly notices of the royal astronomical society; physics letters b; european physical journal c</td></tr><tr><td>Terms:</td><td>holographic dark energy; dark energy model; primordial non gaussianity; wmap; type ia supernovae</td></tr></table>"	"1.2355"	"-0.3114"	3	16356	530775	19	3052	2051
194	194	"<table><tr><td>Micro-level field:</td><td>194</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>astrophysical journal; astronomy & astrophysics; monthly notices of the royal astronomical society; astronomical journal; astronomical society of the pacific conference series</td></tr><tr><td>Terms:</td><td>wasp; hot jupiter; hat p; habitable zone; super earth</td></tr></table>"	"1.2202"	"-0.3173"	3	10632	359133	19	2110	2270
